Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Kolkata,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,55,15
Kolkata,Road Features,Ongoing Road Works/Under Construction,Persons Killed,3,55
Kolkata,Road Features,Ongoing Road Works/Under Construction,Total Injured,41,82
Kolkata,Road Features,Others,Greviously Injured,17,80
Kolkata,Road Features,Others,Minor Injury,11,71
Kolkata,Road Features,Others,Total number of Accidents,33,45
Kolkata,Road Features,Others,Persons Killed,0,35
Kolkata,Road Features,Others,Total Injured,28,24
Kolkata,Road Features,Pot Holes,Greviously Injured,5,26
Kolkata,Road Features,Pot Holes,Minor Injury,3,80
Kolkata,Road Features,Pot Holes,Total number of Accidents,12,77
Kolkata,Road Features,Pot Holes,Persons Killed,2,15
Kolkata,Road Features,Pot Holes,Total Injured,8,72
Kolkata,Road Features,Steep Grade,Greviously Injured,4,54
Kolkata,Road Features,Steep Grade,Minor Injury,2,66
Kolkata,Road Features,Steep Grade,Total number of Accidents,6,38
Kolkata,Road Features,Steep Grade,Persons Killed,0,68
Kolkata,Road Features,Steep Grade,Total Injured,6,68
Kolkata,Road Features,Straight Road,Greviously Injured,654,21
Kolkata,Road Features,Straight Road,Minor Injury,436,81
Kolkata,Road Features,Straight Road,Total number of Accidents,1253,46
Kolkata,Road Features,Straight Road,Persons Killed,104,23
Kolkata,Road Features,Straight Road,Total Injured,1090,72
Kollam,Road Features,Bridge,Greviously Injured,21,45
Kollam,Road Features,Bridge,Minor Injury,6,45
Kollam,Road Features,Bridge,Total number of Accidents,27,35
Kollam,Road Features,Bridge,Persons Killed,5,75
Kollam,Road Features,Bridge,Total Injured,27,60
Kollam,Road Features,Culvert,Greviously Injured,3,74
Kollam,Road Features,Culvert,Minor Injury,2,85
Kollam,Road Features,Culvert,Total number of Accidents,5,68
Kollam,Road Features,Culvert,Persons Killed,0,60
Kollam,Road Features,Culvert,Total Injured,5,75
Kollam,Road Features,Curved Road,Greviously Injured,233,25
Kollam,Road Features,Curved Road,Minor Injury,24,28
Kollam,Road Features,Curved Road,Total number of Accidents,262,73
Kollam,Road Features,Curved Road,Persons Killed,46,50
Kollam,Road Features,Curved Road,Total Injured,257,77
Kollam,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3,54
Kollam,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,55
Kollam,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3,51
Kollam,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,87
Kollam,Road Features,Ongoing Road Works/Under Construction,Total Injured,3,28
Kollam,Road Features,Others,Greviously Injured,202,23
Kollam,Road Features,Others,Minor Injury,26,63
Kollam,Road Features,Others,Total number of Accidents,248,77
Kollam,Road Features,Others,Persons Killed,32,76
Kollam,Road Features,Others,Total Injured,228,47
Kollam,Road Features,Pot Holes,Greviously Injured,0,13
Kollam,Road Features,Pot Holes,Minor Injury,0,76
Kollam,Road Features,Pot Holes,Total number of Accidents,0,82
Kollam,Road Features,Pot Holes,Persons Killed,0,44
Kollam,Road Features,Pot Holes,Total Injured,0,11
Kollam,Road Features,Steep Grade,Greviously Injured,0,46
Kollam,Road Features,Steep Grade,Minor Injury,0,41
Kollam,Road Features,Steep Grade,Total number of Accidents,0,53
Kollam,Road Features,Steep Grade,Persons Killed,0,85
Kollam,Road Features,Steep Grade,Total Injured,0,19
Kollam,Road Features,Straight Road,Greviously Injured,744,18
Kollam,Road Features,Straight Road,Minor Injury,117,57
Kollam,Road Features,Straight Road,Total number of Accidents,866,84
Kollam,Road Features,Straight Road,Persons Killed,111,18
Kollam,Road Features,Straight Road,Total Injured,861,22
Kota,Road Features,Bridge,Greviously Injured,4,54
Kota,Road Features,Bridge,Minor Injury,15,71
Kota,Road Features,Bridge,Total number of Accidents,19,62
Kota,Road Features,Bridge,Persons Killed,4,71
Kota,Road Features,Bridge,Total Injured,19,72
Kota,Road Features,Culvert,Greviously Injured,4,11
Kota,Road Features,Culvert,Minor Injury,4,62
Kota,Road Features,Culvert,Total number of Accidents,7,80
Kota,Road Features,Culvert,Persons Killed,0,32
Kota,Road Features,Culvert,Total Injured,8,67
Kota,Road Features,Curved Road,Greviously Injured,7,60
Kota,Road Features,Curved Road,Minor Injury,26,58
Kota,Road Features,Curved Road,Total number of Accidents,39,85
Kota,Road Features,Curved Road,Persons Killed,4,21
Kota,Road Features,Curved Road,Total Injured,33,74
Kota,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2,22
Kota,Road Features,Ongoing Road Works/Under Construction,Minor Injury,6,70
Kota,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,6,30
Kota,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,24
Kota,Road Features,Ongoing Road Works/Under Construction,Total Injured,8,22
Kota,Road Features,Others,Greviously Injured,0,30
Kota,Road Features,Others,Minor Injury,0,63
Kota,Road Features,Others,Total number of Accidents,0,85
Kota,Road Features,Others,Persons Killed,0,55
Kota,Road Features,Others,Total Injured,0,30
Kota,Road Features,Pot Holes,Greviously Injured,0,16
Kota,Road Features,Pot Holes,Minor Injury,4,21
Kota,Road Features,Pot Holes,Total number of Accidents,2,52
Kota,Road Features,Pot Holes,Persons Killed,1,26
Kota,Road Features,Pot Holes,Total Injured,4,47
Kota,Road Features,Steep Grade,Greviously Injured,0,56
Kota,Road Features,Steep Grade,Minor Injury,1,48
Kota,Road Features,Steep Grade,Total number of Accidents,1,64
Kota,Road Features,Steep Grade,Persons Killed,0,77
Kota,Road Features,Steep Grade,Total Injured,1,15
Kota,Road Features,Straight Road,Greviously Injured,50,25
Kota,Road Features,Straight Road,Minor Injury,239,21
Kota,Road Features,Straight Road,Total number of Accidents,279,83
Kota,Road Features,Straight Road,Persons Killed,51,48
Kota,Road Features,Straight Road,Total Injured,289,35
Lucknow,Road Features,Bridge,Greviously Injured,23,81
Lucknow,Road Features,Bridge,Minor Injury,15,56
Lucknow,Road Features,Bridge,Total number of Accidents,67,66
Lucknow,Road Features,Bridge,Persons Killed,26,78
Lucknow,Road Features,Bridge,Total Injured,38,17
Lucknow,Road Features,Culvert,Greviously Injured,28,60
Lucknow,Road Features,Culvert,Minor Injury,21,21
Lucknow,Road Features,Culvert,Total number of Accidents,89,68
Lucknow,Road Features,Culvert,Persons Killed,32,20
Lucknow,Road Features,Culvert,Total Injured,49,84
Lucknow,Road Features,Curved Road,Greviously Injured,46,33
Lucknow,Road Features,Curved Road,Minor Injury,33,60
Lucknow,Road Features,Curved Road,Total number of Accidents,142,16
Lucknow,Road Features,Curved Road,Persons Killed,51,44
Lucknow,Road Features,Curved Road,Total Injured,79,25
Lucknow,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,27,15
Lucknow,Road Features,Ongoing Road Works/Under Construction,Minor Injury,19,84
Lucknow,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,81,28
Lucknow,Road Features,Ongoing Road Works/Under Construction,Persons Killed,39,71
Lucknow,Road Features,Ongoing Road Works/Under Construction,Total Injured,46,83
Lucknow,Road Features,Others,Greviously Injured,51,80
Lucknow,Road Features,Others,Minor Injury,43,62
Lucknow,Road Features,Others,Total number of Accidents,156,81
Lucknow,Road Features,Others,Persons Killed,67,81
Lucknow,Road Features,Others,Total Injured,94,37
Lucknow,Road Features,Pot Holes,Greviously Injured,23,67
Lucknow,Road Features,Pot Holes,Minor Injury,18,77
Lucknow,Road Features,Pot Holes,Total number of Accidents,73,68
Lucknow,Road Features,Pot Holes,Persons Killed,33,31
Lucknow,Road Features,Pot Holes,Total Injured,41,31
Lucknow,Road Features,Steep Grade,Greviously Injured,0,13
Lucknow,Road Features,Steep Grade,Minor Injury,0,33
Lucknow,Road Features,Steep Grade,Total number of Accidents,0,38
Lucknow,Road Features,Steep Grade,Persons Killed,0,20
Lucknow,Road Features,Steep Grade,Total Injured,0,46
Lucknow,Road Features,Straight Road,Greviously Injured,108,58
Lucknow,Road Features,Straight Road,Minor Injury,99,67
Lucknow,Road Features,Straight Road,Total number of Accidents,338,40
Lucknow,Road Features,Straight Road,Persons Killed,126,15
Lucknow,Road Features,Straight Road,Total Injured,207,30
Ludhiana,Road Features,Bridge,Greviously Injured,20,87
Ludhiana,Road Features,Bridge,Minor Injury,10,52
Ludhiana,Road Features,Bridge,Total number of Accidents,126,31
Ludhiana,Road Features,Bridge,Persons Killed,99,15
Ludhiana,Road Features,Bridge,Total Injured,30,31
Ludhiana,Road Features,Culvert,Greviously Injured,0,51
Ludhiana,Road Features,Culvert,Minor Injury,0,58
Ludhiana,Road Features,Culvert,Total number of Accidents,0,27
Ludhiana,Road Features,Culvert,Persons Killed,0,30
Ludhiana,Road Features,Culvert,Total Injured,0,80
Ludhiana,Road Features,Curved Road,Greviously Injured,27,63
Ludhiana,Road Features,Curved Road,Minor Injury,18,19
Ludhiana,Road Features,Curved Road,Total number of Accidents,39,58
Ludhiana,Road Features,Curved Road,Persons Killed,55,71
Ludhiana,Road Features,Curved Road,Total Injured,45,45
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0,51
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,66
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0,49
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,75
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Total Injured,0,69
Ludhiana,Road Features,Others,Greviously Injured,3,54
Ludhiana,Road Features,Others,Minor Injury,12,55
Ludhiana,Road Features,Others,Total number of Accidents,55,51
Ludhiana,Road Features,Others,Persons Killed,20,14
Ludhiana,Road Features,Others,Total Injured,15,61
Ludhiana,Road Features,Pot Holes,Greviously Injured,0,16
Ludhiana,Road Features,Pot Holes,Minor Injury,0,18
Ludhiana,Road Features,Pot Holes,Total number of Accidents,0,39
Ludhiana,Road Features,Pot Holes,Persons Killed,0,58
Ludhiana,Road Features,Pot Holes,Total Injured,0,28
Ludhiana,Road Features,Steep Grade,Greviously Injured,0,53
Ludhiana,Road Features,Steep Grade,Minor Injury,0,22
Ludhiana,Road Features,Steep Grade,Total number of Accidents,0,55
Ludhiana,Road Features,Steep Grade,Persons Killed,0,82
Ludhiana,Road Features,Steep Grade,Total Injured,0,66
Ludhiana,Road Features,Straight Road,Greviously Injured,89,82
Ludhiana,Road Features,Straight Road,Minor Injury,5,56
Ludhiana,Road Features,Straight Road,Total number of Accidents,198,54
Ludhiana,Road Features,Straight Road,Persons Killed,109,85
Ludhiana,Road Features,Straight Road,Total Injured,94,69
Madurai,Road Features,Bridge,Greviously Injured,7,29
Madurai,Road Features,Bridge,Minor Injury,79,26
Madurai,Road Features,Bridge,Total number of Accidents,87,78
Madurai,Road Features,Bridge,Persons Killed,9,65
Madurai,Road Features,Bridge,Total Injured,86,78
Madurai,Road Features,Culvert,Greviously Injured,0,42
Madurai,Road Features,Culvert,Minor Injury,2,68
Madurai,Road Features,Culvert,Total number of Accidents,4,73
Madurai,Road Features,Culvert,Persons Killed,4,48
Madurai,Road Features,Culvert,Total Injured,2,86
Madurai,Road Features,Curved Road,Greviously Injured,4,63
Madurai,Road Features,Curved Road,Minor Injury,59,14
Madurai,Road Features,Curved Road,Total number of Accidents,59,41
Madurai,Road Features,Curved Road,Persons Killed,3,37
Madurai,Road Features,Curved Road,Total Injured,63,69
Madurai,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1,81
Madurai,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1,63
Madurai,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,2,72
Madurai,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,55
Madurai,Road Features,Ongoing Road Works/Under Construction,Total Injured,2,11
Madurai,Road Features,Others,Greviously Injured,0,67
Madurai,Road Features,Others,Minor Injury,0,68
Madurai,Road Features,Others,Total number of Accidents,0,57
Madurai,Road Features,Others,Persons Killed,0,36
Madurai,Road Features,Others,Total Injured,0,14
Madurai,Road Features,Pot Holes,Greviously Injured,8,36
Madurai,Road Features,Pot Holes,Minor Injury,16,85
Madurai,Road Features,Pot Holes,Total number of Accidents,20,43
Madurai,Road Features,Pot Holes,Persons Killed,0,23
Madurai,Road Features,Pot Holes,Total Injured,24,87
Madurai,Road Features,Steep Grade,Greviously Injured,0,68
Madurai,Road Features,Steep Grade,Minor Injury,0,64
Madurai,Road Features,Steep Grade,Total number of Accidents,0,71
Madurai,Road Features,Steep Grade,Persons Killed,0,78
Madurai,Road Features,Steep Grade,Total Injured,0,53
Madurai,Road Features,Straight Road,Greviously Injured,92,30
Madurai,Road Features,Straight Road,Minor Injury,230,65
Madurai,Road Features,Straight Road,Total number of Accidents,358,35
Madurai,Road Features,Straight Road,Persons Killed,65,38
Madurai,Road Features,Straight Road,Total Injured,322,30
Mallapuram,Road Features,Bridge,Greviously Injured,12,86
Mallapuram,Road Features,Bridge,Minor Injury,3,61
Mallapuram,Road Features,Bridge,Total number of Accidents,11,63
Mallapuram,Road Features,Bridge,Persons Killed,2,56
Mallapuram,Road Features,Bridge,Total Injured,15,28
Mallapuram,Road Features,Culvert,Greviously Injured,6,28
Mallapuram,Road Features,Culvert,Minor Injury,2,63
Mallapuram,Road Features,Culvert,Total number of Accidents,8,15
Mallapuram,Road Features,Culvert,Persons Killed,3,29
Mallapuram,Road Features,Culvert,Total Injured,8,43
Mallapuram,Road Features,Curved Road,Greviously Injured,223,30
Mallapuram,Road Features,Curved Road,Minor Injury,87,29
Mallapuram,Road Features,Curved Road,Total number of Accidents,300,53
Mallapuram,Road Features,Curved Road,Persons Killed,41,82
Mallapuram,Road Features,Curved Road,Total Injured,310,70
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3,58
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0,36
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3,82
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0,27
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Total Injured,3,21
Mallapuram,Road Features,Others,Greviously Injured,206,76
Mallapuram,Road Features,Others,Minor Injury,58,34
Mallapuram,Road Features,Others,Total number of Accidents,275,35
Mallapuram,Road Features,Others,Persons Killed,44,28
Mallapuram,Road Features,Others,Total Injured,264,57
Mallapuram,Road Features,Pot Holes,Greviously Injured,0,42
Mallapuram,Road Features,Pot Holes,Minor Injury,0,12
Mallapuram,Road Features,Pot Holes,Total number of Accidents,0,80
Mallapuram,Road Features,Pot Holes,Persons Killed,0,26
Mallapuram,Road Features,Pot Holes,Total Injured,0,30
Mallapuram,Road Features,Steep Grade,Greviously Injured,0,56
Mallapuram,Road Features,Steep Grade,Minor Injury,0,21
Mallapuram,Road Features,Steep Grade,Total number of Accidents,0,57
Mallapuram,Road Features,Steep Grade,Persons Killed,0,54
Mallapuram,Road Features,Steep Grade,Total Injured,0,38
Mallapuram,Road Features,Straight Road,Greviously Injured,918,26
Mallapuram,Road Features,Straight Road,Minor Injury,310,54
Mallapuram,Road Features,Straight Road,Total number of Accidents,1187,35
Mallapuram,Road Features,Straight Road,Persons Killed,157,83
Mallapuram,Road Features,Straight Road,Total Injured,1228,83
Meerut,Road Features,Bridge,Greviously Injured,1,52
Meerut,Road Features,Bridge,Minor Injury,49,62
Meerut,Road Features,Bridge,Total number of Accidents,67,11
Meerut,Road Features,Bridge,Persons Killed,29,38
Meerut,Road Features,Bridge,Total Injured,50,46
Meerut,Road Features,Culvert,Greviously Injured,2,18
Meerut,Road Features,Culvert,Minor Injury,38,20
Meerut,Road Features,Culvert,Total number of Accidents,43,62
Meerut,Road Features,Culvert,Persons Killed,21,73
Meerut,Road Features,Culvert,Total Injured,40,11
Meerut,Road Features,Curved Road,Greviously Injured,2,68
Meerut,Road Features,Curved Road,Minor Injury,34,32
Meerut,Road Features,Curved Road,Total number of Accidents,47,19
Meerut,Road Features,Curved Road,Persons Killed,17,13
Meerut,Road Features,Curved Road,Total Injured,36,15
Meerut,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2,20
Meerut,Road Features,Ongoing Road Works/Under Construction,Minor Injury,18,11
Meerut,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,18,60
