Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Dhanbad,Weather,Hail/Sleet,Total Injured,6,54
Dhanbad,Weather,Others,Greviously Injured,18,87
Dhanbad,Weather,Others,Minor Injury,7,53
Dhanbad,Weather,Others,Persons Killed,29,60
Dhanbad,Weather,Others,Total number of Accidents,45,44
Dhanbad,Weather,Others,Total Injured,25,31
Dhanbad,Weather,Rainy,Greviously Injured,40,26
Dhanbad,Weather,Rainy,Minor Injury,8,68
Dhanbad,Weather,Rainy,Persons Killed,31,22
Dhanbad,Weather,Rainy,Total number of Accidents,74,30
Dhanbad,Weather,Rainy,Total Injured,48,33
Dhanbad,Weather,Sunny/Clear,Greviously Injured,7,62
Dhanbad,Weather,Sunny/Clear,Minor Injury,4,79
Dhanbad,Weather,Sunny/Clear,Persons Killed,19,76
Dhanbad,Weather,Sunny/Clear,Total number of Accidents,28,28
Dhanbad,Weather,Sunny/Clear,Total Injured,11,57
Faridabad,Weather,Foggy and Misty,Greviously Injured,6,11
Faridabad,Weather,Foggy and Misty,Minor Injury,37,38
Faridabad,Weather,Foggy and Misty,Persons Killed,20,18
Faridabad,Weather,Foggy and Misty,Total number of Accidents,54,16
Faridabad,Weather,Foggy and Misty,Total Injured,43,32
Faridabad,Weather,Hail/Sleet,Greviously Injured,0,17
Faridabad,Weather,Hail/Sleet,Minor Injury,0,57
Faridabad,Weather,Hail/Sleet,Persons Killed,0,64
Faridabad,Weather,Hail/Sleet,Total number of Accidents,0,85
Faridabad,Weather,Hail/Sleet,Total Injured,0,33
Faridabad,Weather,Others,Greviously Injured,0,67
Faridabad,Weather,Others,Minor Injury,0,58
Faridabad,Weather,Others,Persons Killed,0,47
Faridabad,Weather,Others,Total number of Accidents,0,44
Faridabad,Weather,Others,Total Injured,0,42
Faridabad,Weather,Rainy,Greviously Injured,0,22
Faridabad,Weather,Rainy,Minor Injury,0,84
Faridabad,Weather,Rainy,Persons Killed,0,69
Faridabad,Weather,Rainy,Total number of Accidents,0,68
Faridabad,Weather,Rainy,Total Injured,0,52
Faridabad,Weather,Sunny/Clear,Greviously Injured,59,85
Faridabad,Weather,Sunny/Clear,Minor Injury,319,25
Faridabad,Weather,Sunny/Clear,Persons Killed,175,34
Faridabad,Weather,Sunny/Clear,Total number of Accidents,435,27
Faridabad,Weather,Sunny/Clear,Total Injured,378,51
Ghaziabad,Weather,Foggy and Misty,Greviously Injured,79,37
Ghaziabad,Weather,Foggy and Misty,Minor Injury,34,79
Ghaziabad,Weather,Foggy and Misty,Persons Killed,83,17
Ghaziabad,Weather,Foggy and Misty,Total number of Accidents,187,86
Ghaziabad,Weather,Foggy and Misty,Total Injured,113,17
Ghaziabad,Weather,Hail/Sleet,Greviously Injured,0,61
Ghaziabad,Weather,Hail/Sleet,Minor Injury,0,62
Ghaziabad,Weather,Hail/Sleet,Persons Killed,0,26
Ghaziabad,Weather,Hail/Sleet,Total number of Accidents,0,81
Ghaziabad,Weather,Hail/Sleet,Total Injured,0,79
Ghaziabad,Weather,Others,Greviously Injured,52,38
Ghaziabad,Weather,Others,Minor Injury,31,75
Ghaziabad,Weather,Others,Persons Killed,61,69
Ghaziabad,Weather,Others,Total number of Accidents,109,80
Ghaziabad,Weather,Others,Total Injured,83,49
Ghaziabad,Weather,Rainy,Greviously Injured,56,69
Ghaziabad,Weather,Rainy,Minor Injury,39,47
Ghaziabad,Weather,Rainy,Persons Killed,59,70
Ghaziabad,Weather,Rainy,Total number of Accidents,142,23
Ghaziabad,Weather,Rainy,Total Injured,95,54
Ghaziabad,Weather,Sunny/Clear,Greviously Injured,110,39
Ghaziabad,Weather,Sunny/Clear,Minor Injury,64,80
Ghaziabad,Weather,Sunny/Clear,Persons Killed,123,13
Ghaziabad,Weather,Sunny/Clear,Total number of Accidents,270,57
Ghaziabad,Weather,Sunny/Clear,Total Injured,174,46
Gwalior,Weather,Foggy and Misty,Greviously Injured,0,59
Gwalior,Weather,Foggy and Misty,Minor Injury,0,24
Gwalior,Weather,Foggy and Misty,Persons Killed,0,41
Gwalior,Weather,Foggy and Misty,Total number of Accidents,0,74
Gwalior,Weather,Foggy and Misty,Total Injured,0,72
Gwalior,Weather,Hail/Sleet,Greviously Injured,0,60
Gwalior,Weather,Hail/Sleet,Minor Injury,0,71
Gwalior,Weather,Hail/Sleet,Persons Killed,0,82
Gwalior,Weather,Hail/Sleet,Total number of Accidents,0,19
Gwalior,Weather,Hail/Sleet,Total Injured,0,14
Gwalior,Weather,Others,Greviously Injured,0,71
Gwalior,Weather,Others,Minor Injury,0,43
Gwalior,Weather,Others,Persons Killed,0,44
Gwalior,Weather,Others,Total number of Accidents,0,49
Gwalior,Weather,Others,Total Injured,0,85
Gwalior,Weather,Rainy,Greviously Injured,0,25
Gwalior,Weather,Rainy,Minor Injury,0,87
Gwalior,Weather,Rainy,Persons Killed,0,27
Gwalior,Weather,Rainy,Total number of Accidents,0,67
Gwalior,Weather,Rainy,Total Injured,0,13
Gwalior,Weather,Sunny/Clear,Greviously Injured,95,59
Gwalior,Weather,Sunny/Clear,Minor Injury,1234,64
Gwalior,Weather,Sunny/Clear,Persons Killed,316,62
Gwalior,Weather,Sunny/Clear,Total number of Accidents,1799,54
Gwalior,Weather,Sunny/Clear,Total Injured,1329,81
Hyderabad,Weather,Foggy and Misty,Greviously Injured,1,75
Hyderabad,Weather,Foggy and Misty,Minor Injury,15,19
Hyderabad,Weather,Foggy and Misty,Persons Killed,3,47
Hyderabad,Weather,Foggy and Misty,Total number of Accidents,16,38
Hyderabad,Weather,Foggy and Misty,Total Injured,16,81
Hyderabad,Weather,Hail/Sleet,Greviously Injured,0,22
Hyderabad,Weather,Hail/Sleet,Minor Injury,1,84
Hyderabad,Weather,Hail/Sleet,Persons Killed,0,67
Hyderabad,Weather,Hail/Sleet,Total number of Accidents,1,30
Hyderabad,Weather,Hail/Sleet,Total Injured,1,68
Hyderabad,Weather,Others,Greviously Injured,22,84
Hyderabad,Weather,Others,Minor Injury,489,37
Hyderabad,Weather,Others,Persons Killed,73,30
Hyderabad,Weather,Others,Total number of Accidents,562,28
Hyderabad,Weather,Others,Total Injured,511,31
Hyderabad,Weather,Rainy,Greviously Injured,0,72
Hyderabad,Weather,Rainy,Minor Injury,13,37
Hyderabad,Weather,Rainy,Persons Killed,0,34
Hyderabad,Weather,Rainy,Total number of Accidents,9,82
Hyderabad,Weather,Rainy,Total Injured,13,86
Hyderabad,Weather,Sunny/Clear,Greviously Injured,74,23
Hyderabad,Weather,Sunny/Clear,Minor Injury,1277,15
Hyderabad,Weather,Sunny/Clear,Persons Killed,178,65
Hyderabad,Weather,Sunny/Clear,Total number of Accidents,1476,31
Hyderabad,Weather,Sunny/Clear,Total Injured,1351,21
Indore,Weather,Foggy and Misty,Greviously Injured,0,73
Indore,Weather,Foggy and Misty,Minor Injury,0,20
Indore,Weather,Foggy and Misty,Persons Killed,0,45
Indore,Weather,Foggy and Misty,Total number of Accidents,0,82
Indore,Weather,Foggy and Misty,Total Injured,0,69
Indore,Weather,Hail/Sleet,Greviously Injured,0,54
Indore,Weather,Hail/Sleet,Minor Injury,0,41
Indore,Weather,Hail/Sleet,Persons Killed,0,80
Indore,Weather,Hail/Sleet,Total number of Accidents,0,76
Indore,Weather,Hail/Sleet,Total Injured,0,26
Indore,Weather,Others,Greviously Injured,19,44
Indore,Weather,Others,Minor Injury,262,40
Indore,Weather,Others,Persons Killed,39,24
Indore,Weather,Others,Total number of Accidents,344,43
Indore,Weather,Others,Total Injured,281,57
Indore,Weather,Rainy,Greviously Injured,0,17
Indore,Weather,Rainy,Minor Injury,0,42
Indore,Weather,Rainy,Persons Killed,0,30
Indore,Weather,Rainy,Total number of Accidents,0,73
Indore,Weather,Rainy,Total Injured,0,54
Indore,Weather,Sunny/Clear,Greviously Injured,203,68
Indore,Weather,Sunny/Clear,Minor Injury,2164,13
Indore,Weather,Sunny/Clear,Persons Killed,420,49
Indore,Weather,Sunny/Clear,Total number of Accidents,2692,23
Indore,Weather,Sunny/Clear,Total Injured,2367,42
Jabalpur,Weather,Foggy and Misty,Greviously Injured,34,25
Jabalpur,Weather,Foggy and Misty,Minor Injury,169,21
Jabalpur,Weather,Foggy and Misty,Persons Killed,29,19
Jabalpur,Weather,Foggy and Misty,Total number of Accidents,222,74
Jabalpur,Weather,Foggy and Misty,Total Injured,203,61
Jabalpur,Weather,Hail/Sleet,Greviously Injured,0,69
Jabalpur,Weather,Hail/Sleet,Minor Injury,0,22
Jabalpur,Weather,Hail/Sleet,Persons Killed,0,60
Jabalpur,Weather,Hail/Sleet,Total number of Accidents,0,74
Jabalpur,Weather,Hail/Sleet,Total Injured,0,78
Jabalpur,Weather,Others,Greviously Injured,91,44
Jabalpur,Weather,Others,Minor Injury,579,80
Jabalpur,Weather,Others,Persons Killed,58,51
Jabalpur,Weather,Others,Total number of Accidents,694,53
Jabalpur,Weather,Others,Total Injured,670,63
Jabalpur,Weather,Rainy,Greviously Injured,21,30
Jabalpur,Weather,Rainy,Minor Injury,160,14
Jabalpur,Weather,Rainy,Persons Killed,30,46
Jabalpur,Weather,Rainy,Total number of Accidents,205,81
Jabalpur,Weather,Rainy,Total Injured,181,27
Jabalpur,Weather,Sunny/Clear,Greviously Injured,344,79
Jabalpur,Weather,Sunny/Clear,Minor Injury,1859,33
Jabalpur,Weather,Sunny/Clear,Persons Killed,305,84
Jabalpur,Weather,Sunny/Clear,Total number of Accidents,2105,54
Jabalpur,Weather,Sunny/Clear,Total Injured,2203,24
Jaipur,Weather,Foggy and Misty,Greviously Injured,7,87
Jaipur,Weather,Foggy and Misty,Minor Injury,12,79
Jaipur,Weather,Foggy and Misty,Persons Killed,0,72
Jaipur,Weather,Foggy and Misty,Total number of Accidents,15,67
Jaipur,Weather,Foggy and Misty,Total Injured,19,34
Jaipur,Weather,Hail/Sleet,Greviously Injured,0,13
Jaipur,Weather,Hail/Sleet,Minor Injury,0,57
Jaipur,Weather,Hail/Sleet,Persons Killed,0,18
Jaipur,Weather,Hail/Sleet,Total number of Accidents,0,71
Jaipur,Weather,Hail/Sleet,Total Injured,0,17
Jaipur,Weather,Others,Greviously Injured,0,63
Jaipur,Weather,Others,Minor Injury,0,11
Jaipur,Weather,Others,Persons Killed,1,29
Jaipur,Weather,Others,Total number of Accidents,1,38
Jaipur,Weather,Others,Total Injured,0,28
Jaipur,Weather,Rainy,Greviously Injured,0,38
Jaipur,Weather,Rainy,Minor Injury,0,85
Jaipur,Weather,Rainy,Persons Killed,0,17
Jaipur,Weather,Rainy,Total number of Accidents,0,72
Jaipur,Weather,Rainy,Total Injured,0,83
Jaipur,Weather,Sunny/Clear,Greviously Injured,437,53
Jaipur,Weather,Sunny/Clear,Minor Injury,1112,16
Jaipur,Weather,Sunny/Clear,Persons Killed,605,11
Jaipur,Weather,Sunny/Clear,Total number of Accidents,1924,39
Jaipur,Weather,Sunny/Clear,Total Injured,1549,62
Jamshedpur,Weather,Foggy and Misty,Greviously Injured,18,44
Jamshedpur,Weather,Foggy and Misty,Minor Injury,3,42
Jamshedpur,Weather,Foggy and Misty,Persons Killed,12,61
Jamshedpur,Weather,Foggy and Misty,Total number of Accidents,30,80
Jamshedpur,Weather,Foggy and Misty,Total Injured,21,66
Jamshedpur,Weather,Hail/Sleet,Greviously Injured,0,69
Jamshedpur,Weather,Hail/Sleet,Minor Injury,0,44
Jamshedpur,Weather,Hail/Sleet,Persons Killed,0,27
Jamshedpur,Weather,Hail/Sleet,Total number of Accidents,0,54
Jamshedpur,Weather,Hail/Sleet,Total Injured,0,14
Jamshedpur,Weather,Others,Greviously Injured,8,46
Jamshedpur,Weather,Others,Minor Injury,2,68
Jamshedpur,Weather,Others,Persons Killed,4,42
Jamshedpur,Weather,Others,Total number of Accidents,9,25
Jamshedpur,Weather,Others,Total Injured,10,35
Jamshedpur,Weather,Rainy,Greviously Injured,23,26
Jamshedpur,Weather,Rainy,Minor Injury,4,79
Jamshedpur,Weather,Rainy,Persons Killed,14,60
Jamshedpur,Weather,Rainy,Total number of Accidents,36,11
Jamshedpur,Weather,Rainy,Total Injured,27,68
Jamshedpur,Weather,Sunny/Clear,Greviously Injured,27,63
Jamshedpur,Weather,Sunny/Clear,Minor Injury,6,56
Jamshedpur,Weather,Sunny/Clear,Persons Killed,17,58
Jamshedpur,Weather,Sunny/Clear,Total number of Accidents,44,30
Jamshedpur,Weather,Sunny/Clear,Total Injured,33,71
Jodhpur,Weather,Foggy and Misty,Greviously Injured,1,20
Jodhpur,Weather,Foggy and Misty,Minor Injury,21,40
Jodhpur,Weather,Foggy and Misty,Persons Killed,26,31
Jodhpur,Weather,Foggy and Misty,Total number of Accidents,42,59
Jodhpur,Weather,Foggy and Misty,Total Injured,22,21
Jodhpur,Weather,Hail/Sleet,Greviously Injured,0,11
Jodhpur,Weather,Hail/Sleet,Minor Injury,0,62
Jodhpur,Weather,Hail/Sleet,Persons Killed,0,35
Jodhpur,Weather,Hail/Sleet,Total number of Accidents,0,44
Jodhpur,Weather,Hail/Sleet,Total Injured,0,83
Jodhpur,Weather,Others,Greviously Injured,3,79
Jodhpur,Weather,Others,Minor Injury,11,23
Jodhpur,Weather,Others,Persons Killed,13,30
Jodhpur,Weather,Others,Total number of Accidents,19,82
Jodhpur,Weather,Others,Total Injured,14,18
Jodhpur,Weather,Rainy,Greviously Injured,0,44
Jodhpur,Weather,Rainy,Minor Injury,0,53
Jodhpur,Weather,Rainy,Persons Killed,0,33
Jodhpur,Weather,Rainy,Total number of Accidents,0,34
Jodhpur,Weather,Rainy,Total Injured,0,20
Jodhpur,Weather,Sunny/Clear,Greviously Injured,29,56
Jodhpur,Weather,Sunny/Clear,Minor Injury,142,57
Jodhpur,Weather,Sunny/Clear,Persons Killed,103,68
Jodhpur,Weather,Sunny/Clear,Total number of Accidents,231,20
Jodhpur,Weather,Sunny/Clear,Total Injured,171,42
Kannur,Weather,Foggy and Misty,Greviously Injured,0,17
Kannur,Weather,Foggy and Misty,Minor Injury,0,86
Kannur,Weather,Foggy and Misty,Persons Killed,0,34
Kannur,Weather,Foggy and Misty,Total number of Accidents,0,57
Kannur,Weather,Foggy and Misty,Total Injured,0,69
Kannur,Weather,Hail/Sleet,Greviously Injured,0,25
Kannur,Weather,Hail/Sleet,Minor Injury,0,24
Kannur,Weather,Hail/Sleet,Persons Killed,0,56
Kannur,Weather,Hail/Sleet,Total number of Accidents,0,39
Kannur,Weather,Hail/Sleet,Total Injured,0,70
Kannur,Weather,Others,Greviously Injured,0,79
Kannur,Weather,Others,Minor Injury,0,74
Kannur,Weather,Others,Persons Killed,0,18
Kannur,Weather,Others,Total number of Accidents,0,87
Kannur,Weather,Others,Total Injured,0,26
Kannur,Weather,Rainy,Greviously Injured,63,33
Kannur,Weather,Rainy,Minor Injury,51,78
Kannur,Weather,Rainy,Persons Killed,9,81
Kannur,Weather,Rainy,Total number of Accidents,94,66
Kannur,Weather,Rainy,Total Injured,114,29
Kannur,Weather,Sunny/Clear,Greviously Injured,241,35
Kannur,Weather,Sunny/Clear,Minor Injury,218,72
Kannur,Weather,Sunny/Clear,Persons Killed,48,50
Kannur,Weather,Sunny/Clear,Total number of Accidents,410,73
Kannur,Weather,Sunny/Clear,Total Injured,459,24
Kanpur,Weather,Foggy and Misty,Greviously Injured,197,36
Kanpur,Weather,Foggy and Misty,Minor Injury,17,81
Kanpur,Weather,Foggy and Misty,Persons Killed,172,18
Kanpur,Weather,Foggy and Misty,Total number of Accidents,364,54
Kanpur,Weather,Foggy and Misty,Total Injured,214,81
Kanpur,Weather,Hail/Sleet,Greviously Injured,65,33
Kanpur,Weather,Hail/Sleet,Minor Injury,9,23
Kanpur,Weather,Hail/Sleet,Persons Killed,49,14
Kanpur,Weather,Hail/Sleet,Total number of Accidents,109,39
Kanpur,Weather,Hail/Sleet,Total Injured,74,60
Kanpur,Weather,Others,Greviously Injured,247,69
Kanpur,Weather,Others,Minor Injury,24,25
Kanpur,Weather,Others,Persons Killed,195,39
Kanpur,Weather,Others,Total number of Accidents,414,29
Kanpur,Weather,Others,Total Injured,271,60
Kanpur,Weather,Rainy,Greviously Injured,87,63
Kanpur,Weather,Rainy,Minor Injury,21,21
Kanpur,Weather,Rainy,Persons Killed,69,42
Kanpur,Weather,Rainy,Total number of Accidents,161,63
Kanpur,Weather,Rainy,Total Injured,108,45
Kanpur,Weather,Sunny/Clear,Greviously Injured,97,67
Kanpur,Weather,Sunny/Clear,Minor Injury,14,57
Kanpur,Weather,Sunny/Clear,Persons Killed,78,30
Kanpur,Weather,Sunny/Clear,Total number of Accidents,176,48
Kanpur,Weather,Sunny/Clear,Total Injured,111,20
Khozikode,Weather,Foggy and Misty,Greviously Injured,57,17
Khozikode,Weather,Foggy and Misty,Minor Injury,22,81
Khozikode,Weather,Foggy and Misty,Persons Killed,18,31
Khozikode,Weather,Foggy and Misty,Total number of Accidents,82,79
Khozikode,Weather,Foggy and Misty,Total Injured,79,75
Khozikode,Weather,Hail/Sleet,Greviously Injured,0,44
Khozikode,Weather,Hail/Sleet,Minor Injury,0,48
Khozikode,Weather,Hail/Sleet,Persons Killed,0,80
Khozikode,Weather,Hail/Sleet,Total number of Accidents,0,79
Khozikode,Weather,Hail/Sleet,Total Injured,0,87
Khozikode,Weather,Others,Greviously Injured,0,38
Khozikode,Weather,Others,Minor Injury,0,36
Khozikode,Weather,Others,Persons Killed,0,30
Khozikode,Weather,Others,Total number of Accidents,0,45
Khozikode,Weather,Others,Total Injured,0,70
Khozikode,Weather,Rainy,Greviously Injured,45,17
Khozikode,Weather,Rainy,Minor Injury,15,33
Khozikode,Weather,Rainy,Persons Killed,4,50
Khozikode,Weather,Rainy,Total number of Accidents,57,27
Khozikode,Weather,Rainy,Total Injured,60,72
Khozikode,Weather,Sunny/Clear,Greviously Injured,660,64
Khozikode,Weather,Sunny/Clear,Minor Injury,213,13
Khozikode,Weather,Sunny/Clear,Persons Killed,69,39
Khozikode,Weather,Sunny/Clear,Total number of Accidents,864,61
Khozikode,Weather,Sunny/Clear,Total Injured,873,34
Kochi,Weather,Foggy and Misty,Greviously Injured,51,60
Kochi,Weather,Foggy and Misty,Minor Injury,7,49
Kochi,Weather,Foggy and Misty,Persons Killed,7,35
Kochi,Weather,Foggy and Misty,Total number of Accidents,64,53
Kochi,Weather,Foggy and Misty,Total Injured,58,38
Kochi,Weather,Hail/Sleet,Greviously Injured,0,52
Kochi,Weather,Hail/Sleet,Minor Injury,0,18
Kochi,Weather,Hail/Sleet,Persons Killed,0,87
Kochi,Weather,Hail/Sleet,Total number of Accidents,0,75
Kochi,Weather,Hail/Sleet,Total Injured,0,23
Kochi,Weather,Others,Greviously Injured,44,58
Kochi,Weather,Others,Minor Injury,16,31
Kochi,Weather,Others,Persons Killed,9,20
Kochi,Weather,Others,Total number of Accidents,68,24
Kochi,Weather,Others,Total Injured,60,18
Kochi,Weather,Rainy,Greviously Injured,5,85
Kochi,Weather,Rainy,Minor Injury,8,51
Kochi,Weather,Rainy,Persons Killed,3,14
Kochi,Weather,Rainy,Total number of Accidents,14,31
Kochi,Weather,Rainy,Total Injured,13,68
Kochi,Weather,Sunny/Clear,Greviously Injured,1022,24
Kochi,Weather,Sunny/Clear,Minor Injury,253,38
Kochi,Weather,Sunny/Clear,Persons Killed,82,61
Kochi,Weather,Sunny/Clear,Total number of Accidents,1291,24
Kochi,Weather,Sunny/Clear,Total Injured,1275,57
Kolkata,Weather,Foggy and Misty,Greviously Injured,19,42
Kolkata,Weather,Foggy and Misty,Minor Injury,14,31
Kolkata,Weather,Foggy and Misty,Persons Killed,2,17
Kolkata,Weather,Foggy and Misty,Total number of Accidents,50,18
Kolkata,Weather,Foggy and Misty,Total Injured,33,62
Kolkata,Weather,Hail/Sleet,Greviously Injured,0,34
Kolkata,Weather,Hail/Sleet,Minor Injury,0,16
Kolkata,Weather,Hail/Sleet,Persons Killed,0,24
Kolkata,Weather,Hail/Sleet,Total number of Accidents,0,47
Kolkata,Weather,Hail/Sleet,Total Injured,0,83
Kolkata,Weather,Others,Greviously Injured,11,39
Kolkata,Weather,Others,Minor Injury,13,54
Kolkata,Weather,Others,Persons Killed,0,18
Kolkata,Weather,Others,Total number of Accidents,26,54
Kolkata,Weather,Others,Total Injured,24,52
Kolkata,Weather,Rainy,Greviously Injured,38,53
Kolkata,Weather,Rainy,Minor Injury,27,59
Kolkata,Weather,Rainy,Persons Killed,9,11
Kolkata,Weather,Rainy,Total number of Accidents,71,71
Kolkata,Weather,Rainy,Total Injured,65,29
Kolkata,Weather,Sunny/Clear,Greviously Injured,776,29
Kolkata,Weather,Sunny/Clear,Minor Injury,503,52
Kolkata,Weather,Sunny/Clear,Persons Killed,190,64
Kolkata,Weather,Sunny/Clear,Total number of Accidents,1536,81
Kolkata,Weather,Sunny/Clear,Total Injured,1279,18
Kollam,Weather,Foggy and Misty,Greviously Injured,14,85
Kollam,Weather,Foggy and Misty,Minor Injury,0,11
Kollam,Weather,Foggy and Misty,Persons Killed,2,86
Kollam,Weather,Foggy and Misty,Total number of Accidents,15,24
Kollam,Weather,Foggy and Misty,Total Injured,14,36
Kollam,Weather,Hail/Sleet,Greviously Injured,15,20
Kollam,Weather,Hail/Sleet,Minor Injury,0,59
Kollam,Weather,Hail/Sleet,Persons Killed,2,18
Kollam,Weather,Hail/Sleet,Total number of Accidents,15,41
Kollam,Weather,Hail/Sleet,Total Injured,15,35
Kollam,Weather,Others,Greviously Injured,141,60
Kollam,Weather,Others,Minor Injury,34,20
Kollam,Weather,Others,Persons Killed,44,79
Kollam,Weather,Others,Total number of Accidents,190,61
Kollam,Weather,Others,Total Injured,175,36
Kollam,Weather,Rainy,Greviously Injured,16,75
Kollam,Weather,Rainy,Minor Injury,4,21
Kollam,Weather,Rainy,Persons Killed,4,63
Kollam,Weather,Rainy,Total number of Accidents,23,48
Kollam,Weather,Rainy,Total Injured,20,17
Kollam,Weather,Sunny/Clear,Greviously Injured,1020,50
Kollam,Weather,Sunny/Clear,Minor Injury,137,79
Kollam,Weather,Sunny/Clear,Persons Killed,142,59
Kollam,Weather,Sunny/Clear,Total number of Accidents,1168,79
Kollam,Weather,Sunny/Clear,Total Injured,1157,47
Kota,Weather,Foggy and Misty,Greviously Injured,0,87
Kota,Weather,Foggy and Misty,Minor Injury,0,32
Kota,Weather,Foggy and Misty,Persons Killed,0,64
Kota,Weather,Foggy and Misty,Total number of Accidents,0,16
Kota,Weather,Foggy and Misty,Total Injured,0,20
Kota,Weather,Hail/Sleet,Greviously Injured,0,85
Kota,Weather,Hail/Sleet,Minor Injury,0,46
Kota,Weather,Hail/Sleet,Persons Killed,0,40
Kota,Weather,Hail/Sleet,Total number of Accidents,0,31
Kota,Weather,Hail/Sleet,Total Injured,0,29
Kota,Weather,Others,Greviously Injured,0,31
Kota,Weather,Others,Minor Injury,0,34
Kota,Weather,Others,Persons Killed,0,34
Kota,Weather,Others,Total number of Accidents,0,59
Kota,Weather,Others,Total Injured,0,67
Kota,Weather,Rainy,Greviously Injured,0,61
Kota,Weather,Rainy,Minor Injury,0,65
Kota,Weather,Rainy,Persons Killed,0,44
Kota,Weather,Rainy,Total number of Accidents,0,34
Kota,Weather,Rainy,Total Injured,0,87
Kota,Weather,Sunny/Clear,Greviously Injured,67,43
Kota,Weather,Sunny/Clear,Minor Injury,295,79
Kota,Weather,Sunny/Clear,Persons Killed,60,69
Kota,Weather,Sunny/Clear,Total number of Accidents,353,65
Kota,Weather,Sunny/Clear,Total Injured,362,36
Lucknow,Weather,Foggy and Misty,Greviously Injured,89,81
Lucknow,Weather,Foggy and Misty,Minor Injury,75,83
Lucknow,Weather,Foggy and Misty,Persons Killed,109,65
Lucknow,Weather,Foggy and Misty,Total number of Accidents,270,44
Lucknow,Weather,Foggy and Misty,Total Injured,164,69
Lucknow,Weather,Hail/Sleet,Greviously Injured,45,16
Lucknow,Weather,Hail/Sleet,Minor Injury,36,64
Lucknow,Weather,Hail/Sleet,Persons Killed,60,49
Lucknow,Weather,Hail/Sleet,Total number of Accidents,147,41
Lucknow,Weather,Hail/Sleet,Total Injured,81,21
Lucknow,Weather,Others,Greviously Injured,38,65
Lucknow,Weather,Others,Minor Injury,35,48
Lucknow,Weather,Others,Persons Killed,52,26
Lucknow,Weather,Others,Total number of Accidents,125,44
Lucknow,Weather,Others,Total Injured,73,69
Lucknow,Weather,Rainy,Greviously Injured,73,29
Lucknow,Weather,Rainy,Minor Injury,57,28
Lucknow,Weather,Rainy,Persons Killed,81,41
Lucknow,Weather,Rainy,Total number of Accidents,219,51
Lucknow,Weather,Rainy,Total Injured,130,52
Lucknow,Weather,Sunny/Clear,Greviously Injured,61,42
Lucknow,Weather,Sunny/Clear,Minor Injury,45,85
Lucknow,Weather,Sunny/Clear,Persons Killed,72,44
Lucknow,Weather,Sunny/Clear,Total number of Accidents,185,85
Lucknow,Weather,Sunny/Clear,Total Injured,106,73
Ludhiana,Weather,Foggy and Misty,Greviously Injured,20,66
Ludhiana,Weather,Foggy and Misty,Minor Injury,0,32
Ludhiana,Weather,Foggy and Misty,Persons Killed,53,45
Ludhiana,Weather,Foggy and Misty,Total number of Accidents,94,23
Ludhiana,Weather,Foggy and Misty,Total Injured,20,17
Ludhiana,Weather,Hail/Sleet,Greviously Injured,0,48
Ludhiana,Weather,Hail/Sleet,Minor Injury,0,50
Ludhiana,Weather,Hail/Sleet,Persons Killed,0,39
Ludhiana,Weather,Hail/Sleet,Total number of Accidents,0,37
Ludhiana,Weather,Hail/Sleet,Total Injured,0,57
Ludhiana,Weather,Others,Greviously Injured,69,20
Ludhiana,Weather,Others,Minor Injury,20,35
Ludhiana,Weather,Others,Persons Killed,110,75
Ludhiana,Weather,Others,Total number of Accidents,211,44
Ludhiana,Weather,Others,Total Injured,89,76
Ludhiana,Weather,Rainy,Greviously Injured,17,83
Ludhiana,Weather,Rainy,Minor Injury,10,20
Ludhiana,Weather,Rainy,Persons Killed,25,87
Ludhiana,Weather,Rainy,Total number of Accidents,36,76
Ludhiana,Weather,Rainy,Total Injured,27,78
Ludhiana,Weather,Sunny/Clear,Greviously Injured,33,79
Ludhiana,Weather,Sunny/Clear,Minor Injury,15,61
Ludhiana,Weather,Sunny/Clear,Persons Killed,95,62
Ludhiana,Weather,Sunny/Clear,Total number of Accidents,77,64
Ludhiana,Weather,Sunny/Clear,Total Injured,48,77
Madurai,Weather,Foggy and Misty,Greviously Injured,0,46
Madurai,Weather,Foggy and Misty,Minor Injury,0,85
Madurai,Weather,Foggy and Misty,Persons Killed,0,85
Madurai,Weather,Foggy and Misty,Total number of Accidents,0,51
Madurai,Weather,Foggy and Misty,Total Injured,0,75
Madurai,Weather,Hail/Sleet,Greviously Injured,0,54
Madurai,Weather,Hail/Sleet,Minor Injury,0,46
Madurai,Weather,Hail/Sleet,Persons Killed,0,48
Madurai,Weather,Hail/Sleet,Total number of Accidents,0,24
Madurai,Weather,Hail/Sleet,Total Injured,0,18
Madurai,Weather,Others,Greviously Injured,0,12
Madurai,Weather,Others,Minor Injury,0,44
Madurai,Weather,Others,Persons Killed,0,16
Madurai,Weather,Others,Total number of Accidents,0,69
Madurai,Weather,Others,Total Injured,0,68
Madurai,Weather,Rainy,Greviously Injured,0,31
Madurai,Weather,Rainy,Minor Injury,0,85
Madurai,Weather,Rainy,Persons Killed,0,64
Madurai,Weather,Rainy,Total number of Accidents,0,79
Madurai,Weather,Rainy,Total Injured,0,21
Madurai,Weather,Sunny/Clear,Greviously Injured,112,53
Madurai,Weather,Sunny/Clear,Minor Injury,387,29
Madurai,Weather,Sunny/Clear,Persons Killed,81,59
Madurai,Weather,Sunny/Clear,Total number of Accidents,530,16
Madurai,Weather,Sunny/Clear,Total Injured,499,73
